ID	TARGET	TEXT	STANCE
175	IphoneSE	iPhone SE 是一部定位及其精准的手机，目标人群就是那些喜欢 iOS 系统和小尺寸手机的消费者，不得不说库克还是很会做生意的。让尽可能多的用户进入 Apple 的产品生态中去，这也是 Apple 一贯的做法。iPhone SE 是一部定位及其精准的手机，目标人群就是那些喜欢 iOS 系统和小尺寸手机的消费者，不得不说库克还是很会做生意的。让尽可能多的用户进入 Apple 的产品生态中去，这也是 Apple 一贯的做法。	FAVOR
176	IphoneSE	IPhone6s和iphoneSE傻傻分不清楚	AGAINST
177	IphoneSE	外观有些失望，除了颜色很难区分5s与se，不过配置还是可喜的，当个备用机好不错，比一些廉价的安卓机好一些	NONE
178	IphoneSE	是说新的iPhoneSE性能和6S一样强大 像素高 但是价钱才只有6S得一半儿 是吗？	NONE
179	IphoneSE	功能是6S的，外观又是5S的。我用6，就换了5Se	FAVOR
180	IphoneSE	虽然苹果官方说，iPhone SE不会步5C的后尘。但我觉得现在16G的内存根本不够用，可他们还在出16G的手机，为啥出32G的那么难？标配虽说三千多，那顶配的不就4K起步了！其实，它并不便宜！	AGAINST
181	IphoneSE	iPhoneSE 价格良心，年轻人的第一台iPhone。	FAVOR
182	IphoneSE	iPhone SE售价：16GB 399美元，约合人民币2586元；64GB 499美元，约合人民币3235元。3月24日开始预定，3月31日就开始销售， 决定入手一个，毕竟真的不喜欢大屏手机。 不管苹果多好，没中间的都是浮云。	FAVOR
183	IphoneSE	到底要不要入iPhone SE？？？5s的外观6s的配置很吸引我啊	FAVOR
184	IphoneSE	呵呵 ，这个手机，说白了就是苹果公司IPHONE5（S）的零件还有库存，换上6的芯片来找冤大头了，不信各位可以把这个手机和上一代苹果手机的参数对比一下你就知道，看了评论和网上商城的一些评论就知道，很多买这款手机的人以前用的都是5或者5S，几乎没有以前买大屏手机的用户来买这个手机，这说明了什么？很明显该手机就是用来迎合那些舍不得花钱买6而又想继续装苹果B的人。	AGAINST
185	IphoneSE	iPhonese还不错还有玫瑰金	FAVOR
186	IphoneSE	今天去苹果店试玩，觉得iPhoneSE真的很鸡肋	AGAINST
187	IphoneSE	Phone SE价格挺便宜399美金换国航也就3288，但是外观跟5S一样，不知道是不是5S回收的	AGAINST
188	IphoneSE	手机这东西除了打电话其实每个人的用途都不一样，大部分的人还不会用手机办公，所以大屏幕对大部分老百姓也没必要的。	FAVOR
189	IphoneSE	用惯了小屏的iPhone5，又不想换成大屏幕的6S，现在有了美比5S，智如6S的iPhoneSE出现了，还有京东以旧换新大政策，怪不得三十多万人已经在京东预约购买了SE，你不准备加一个？	FAVOR
190	IphoneSE	iPhone se这样的价格，简直是福利	FAVOR
191	IphoneSE	苹果2016春季发布会iPhone SE和6s一样的配置，和5s一样的外观，史上最便宜的iPhone，我这5s是不是可以得瑟冒充一把了。 	FAVOR
192	IphoneSE	这条评论来自单手打字的SE	FAVOR
193	IphoneSE	iPhone SE出来的时候一帮人吐槽着我靠这不就是5s么一边又高喊情怀买买买。另外一边，威索尼可，作为国产音频厂商的龙头老大，也再次踏上了旧瓶装新酒的路子，继几个月前VSD3系列更新之后，VSD5系列更新到了NEW VSD5S，那NEW到底NEW在哪呢？	AGAINST
194	IphoneSE	一直很喜欢苹果的设计，不管是我外观还是界面，一直用的iPhone6，单手操作有点困难，导致摔了很多次，在这里必须说，虽然苹果砸不了核桃，但是质量没网传那么差，现在6依然是新新的，这次SE出来，24号毫不犹豫的在官网订购了，4月5号到手，16G玫瑰金，用作备用机，续航什么的都很好特别的后置拍照，必须给力，没有出现电源键松动和黄屏现象	FAVOR
195	IphoneSE	我觉得se挺好啊 为什么会有人说大屏换小屏是不可能的 我就喜欢小屏啊 也只有苹果敢把屏幕往小了做 坐等了	FAVOR
196	IphoneSE	居然还想要一个iphonese！我只是图新鲜喜欢新手机的感觉而已	NONE
197	IphoneSE	两年以后收回去翻新翻新 iPhoneSEs就发布了	AGAINST
198	IphoneSE	True Tone Flash 双色温闪光灯 …这个功能是在拍摄前计算场景色温，避免单一色温闪光输出造成的肤色惨白…据说iPhone SE的Touch ID并非最新的Touch ID第二代技术(6s炫酷的3D Touch)，而仍然采用了iPhone 5s时期的初代指纹识别技术。但本质上，它就是一个小型的6s。	NONE
199	IphoneSE	iphonese真觉得是时代倒退的产品…	AGAINST
200	IphoneSE	好久没有体验到发工资带来的乐趣了，到账后立刻买了iPhoneSE，玫瑰金唯一不足西湖店和万象城店都没玫瑰金…有时候做个月光族也蛮好的，发工资了开心～	FAVOR
201	IphoneSE	这次苹果，比起iphone，9.7寸ipad pro更深得我心，终于有小屏可以用Apple Pencil了，感动！买买买。对比下来SE性价比超高，有想法 ，夏天女生适合拿小手机，用惯plus，4寸需要适应，就便携性来说完胜，鉴于S系列更好些，等7S还得两年，不如先入SE玩。卧槽，突然之间把自己安利说服了 	FAVOR
202	IphoneSE	不能只看6g，4g，这内存成本并不高，一些厂家只是为了显示其配置高而已。关键在用户体验！很多厂家只知道堆硬件，也只会堆硬件，所谓高配低价或适中价，以此来博取眼球。	NONE
203	IphoneSE	2016年开春以来，手机搞机圈好不热闹，小屏回暖引发人们激烈讨论，特别是iPhone 6s和6s Plus遇冷以来，人们把原因简单地归结到库克名下，因为库克违背了乔布斯所定义的4英寸小屏手机的操作体验才是最优秀的这么一种理念。	NONE
204	IphoneSE	最近刚买的se 打电话的时候有电流的“滋滋”声，第二天去实体店准备换一个，结果拿他们那边一检测却成了没问题，到今天还是影响了我正常打电话，却没有店家出面解决这个问题，是产品缺陷抑或是其它，暂时不会妄下结论，但是，的确是买了一个有问题不给换掉的手机，对苹果很失望。	AGAINST
205	IphoneSE	买了，两个手机卡，一个se一个6，打字的话，se有时候真是会按错，毕竟手指太粗。。。其他都挺好	NONE
206	IphoneSE	上个月28号在官网订的iphone SE ，昨天到的货足足等了半个多月，今天就变成这样了[怒][怒]！我现在要怎么办？！请给我一个合理的解释！！	AGAINST
207	IphoneSE	室友昨天到手的iPhone5se玫瑰金 就在刚刚疯着玩的时候 从二楼大概五米高的地方摔下去…结果……竟然毫发无伤！！！！！！！敢问苹果公司是和诺基亚合作了吗？@全球iPhone官网 现在都还心跳的不行	FAVOR
208	IphoneSE	有时候一顿一顿的 不是很流畅	AGAINST
209	IphoneSE	闭口不提电池和续航，看样子这方面比较悲观啊~有这钱买外观一点没变的SE，还是加点钱首选三星S7edge吧…苹果没了乔老爷这是药丸的节奏，强弩之末啊	AGAINST
210	IphoneSE	讲真的，iPhone SE的玫瑰金版真心好看，比6s的玫瑰金版好看多，至少第一眼看上去不那么土了。但手感一定是6s好，SE根本不是一个档次的。	FAVOR
211	IphoneSE	手机手机肯定是一只手就能操作的要不还叫手机干嘛，别说5寸以上，就是4寸往上我都觉得大。	FAVOR
212	IphoneSE	关于苹果se：小屏大世界。苹果梦做得很好，想做个细分的小市场，无缝衔接。但以我看来，在我们普遍爱好虚荣的国度里，这款手机占不到便宜。比如，一个新的se给你换iphone6？你换不？我反正不换。苹果作为显摆之物，你却要满足我的生理需求，爱不起来。	AGAINST
213	IphoneSE	今天开始，苹果全新4英寸iPhone SE、9.7寸iPad Pro正式在国内预约，3月31日正式开卖，国行价格16GB 3288元、64GB 4088元。今天，在工信部发现，iPhone SE已经通过了工信部入网许可，也就意味着在国内开卖扫清了最后一条障碍。	NONE
214	IphoneSE	纵观当下智能手机市场，能说得出口的 5 英寸以下的旗舰产品已然不多了。苹果公司将在本月中下旬推出 4 英寸新品 iPhone SE，外媒给出了最接近成品的渲染图。白带不异常，经典三段式，覆盖 2.5D 玻璃，整体轮廓变得更加圆润。传闻售价 3688 元起。	NONE
215	IphoneSE	性价比越来越低~1G的价格4000＋ 3200 这个价格绝对可以参考6S，不是经典款就可以翻新一下继续出来骗钱，IPHONE在走回头路？？下一部是不是要回归4S机型了几年乔布斯？	AGAINST
216	IphoneSE	体验了会iPhone SE 大概是目前运行最快性能最强的iPhone 上手第一感觉全键盘输入稍显不适应 喜欢小屏的不容错过	FAVOR
217	IphoneSE	苹果最大的优点是怎么用怎么折腾都流畅不会卡，这点真的是很难做到的，安卓你试一下狂用狂折腾看看会不会卡，呵呵	FAVOR
218	IphoneSE	据说美国认为iPhone se是为中国人定制的。因为中国喜爱苹果，又买不起。所以便宜的iphone se会大行其道。我说这误解了中国人，即使工资2000也会咬牙买个6P，不会买个小屏的iphone se明摆着告诉大家他穷。要选价廉物美的，中兴华为小米，中国有太多选择。se连小偷也不偷，买苹果不买贵的，买来有卵用？	NONE
219	IphoneSE	就是爱4寸，上手良好屏幕无异常。	FAVOR
220	IphoneSE	大小方便携带，屏幕尺寸对我来说也够用，反正主要不是用来看视频的。而且我不太喜欢6以后的圆弧屏幕设计。个人觉得IOS系统比安卓好用。后置1200W像素，能拍4K视频，关键是A9芯片 2G内存，这几点吸引我。	FAVOR
221	IphoneSE	我也想要见识到很不一样的苹果手机了	NONE
222	IphoneSE	特别喜欢苹果5S 方方正正，金属倒角！ 但是5S落伍了！特别可以！ 但是没想到发布了这款SE！那必须买	FAVOR
223	IphoneSE	iPhone SE…把6s的功能搬到了5s的壳子里…	AGAINST
224	IphoneSE	毫无吸引力	AGAINST
225	IphoneSE	对iPhone se有点心动了，价格可以忍，指纹解锁可以忍，就是不知道四寸屏幕能不能忍啊	NONE
226	IphoneSE	SE这么小屏的手机加上只有1136 x 640 分辨率，几乎所有游戏，地图导航，高清视频 都用不了或者看不清，买回去只能当作纪念和当摆设 根本不实用 完完全全的累赘	AGAINST
227	IphoneSE	iphone se 简直完美，有了pad后越来越不喜欢大屏手机了，简直累赘，还是小屏更顺手	FAVOR
228	IphoneSE	我觉得挺好啊，我决定了，就买一个…5s吧！	FAVOR
229	IphoneSE	喜欢屏幕小的苹果可以买，但是我不喜欢苹果的系统，真的不适合操作，想要后台的时候没后台。，不想要后台的时候一直都有后台，清理后台都累死了，价格被炒的太高了。等降价了可以考虑下。，	AGAINST
230	IphoneSE	果然有iPhone SE果然有中国的因素 果然是6s的配置 一点新意都没有……	AGAINST
231	IphoneSE	PhoneSE中国预订突破340万 土豪金受追捧	FAVOR
232	IphoneSE	不出意外，苹果iOS9.3正式版将在北京时间3月22日凌晨一点发布会结束后正式放出，并作为iPhoneSE、9.7英寸版iPad Pro的默认系统一起搭载上市。	NONE
233	IphoneSE	iPhoneSE 不就是另一款iPhone5c嘛？低端机而已	AGAINST
234	IphoneSE	我嫌弃凸出的摄像头，所以比较喜欢5S和SE	FAVOR
235	IphoneSE	iPhone SE随手拍 不做过多要求吧……也还不错  就是炫光感人	FAVOR
236	IphoneSE	iPhoneSE 感觉没有想入手的想发了	AGAINST
237	IphoneSE	不说别的，就冲苹果的流畅度，也足够秒杀一堆国产机了吧	FAVOR
238	IphoneSE	这个什么iPhonese感觉就是来骗钱的，3000多为什么还叫便宜，还不如华为手机了，3000多国产手机都很高端了！	AGAINST
239	IphoneSE	哈哈哈哈哈哈iPhoneSE 为什么和5s一个样啊	AGAINST
240	IphoneSE	如果苹果只是一个小牌子，我想不会有这么多人关心吧，再多的吐槽，你也不得不承认他是一部很好用的手机	FAVOR
241	IphoneSE	突然意识到一件事，今年的iphone是SE的话我是不是要至少明年才能换手机了 ……用惯plus之后无法面对小屏啊。	AGAINST
242	IphoneSE	昨天晚上去买手机，旁边的妹子也买手机，我买了酷派，她买了iPhone SE，然后在我旁边各种显摆，各种挑衅，出门后，她上了电动车，我上了奥迪。	NONE
243	IphoneSE	网上都在编挖苦iphoneSE的段子，可我认为看起来也并不差劲，尤其是在数据的安全性方面，安卓完全无法和IOS比，在软件和硬件短时间内不会被轻易淘汰的情况下，还是一个比较不错的选择。	FAVOR
244	IphoneSE	iphoneSE和6s拿到手里感觉重量差不多重，但屏幕用起来有点感觉不习惯了。	AGAINST
245	IphoneSE	屏幕4.0单手易操作，方便携带，分辨率清晰。	FAVOR
246	IphoneSE	iPhoneSE就是为了清库存的	AGAINST
247	IphoneSE	iPhone SE哈哈哈 和6s一样的配置，和5s一样的外观，史上最便宜的iPhone，可以可以 这下放心了，6s用户哭晕，5s再战两年   睡觉睡觉，可以不用看了	FAVOR
248	IphoneSE	蹦蹦跳跳一星期，一顿火锅就回去，拉稀拉的肚子疼，睡不着还玩手机。体重下的有点快，4斤说没就没了。100，距离95还有一顶距离。现在矛盾了，如果很快达到95，iPhonese是买还是不买	NONE
249	IphoneSE	目测售价2888的iPhone SE，5s的外观，6s的硬件配置，这是要逼疯多少中端机啊！！！	NONE
250	IphoneSE	个人觉得，iPhone SE看得上眼的功能，也就是有NFC了…	AGAINST
251	IphoneSE	昨天体验了一下iphoneSE，真不咋地，打开记录本竟然卡死……	AGAINST
252	IphoneSE	为了小屏，决定转阵营买iPhone se	FAVOR
253	IphoneSE	外观怎么看都顺眼	FAVOR
254	IphoneSE	配备A9+M9的iPhoneSE感觉外观太没诚意了……	AGAINST
255	IphoneSE	没有黄屏home键也没有松动	FAVOR
256	IphoneSE	有人说研发成本，肾四肾六研发高我认了，比前代突破大点，SE这个披着肾五皮肤的肾六还研发费用？设计和部件都是现成的	AGAINST
